"","KID","API_NUMBER","API_NUM_NODASH","LEASE","WELL","FIELD","LATITUDE","LONGITUDE","LONG_LAT_SOURCE","TOWNSHIP","TWN_DIR","RANGE","RANGE_DIR","SECTION","SPOT","FEET_NORTH","FEET_EAST","FOOT_REF","ORIG_OPERATOR","CURR_OPERATOR","ELEVATION","ELEV_REF","DEPTH","PRODUCE_FORM","IP_OIL","IP_GAS","IP_WATER","PERMIT","SPUD","COMPLETION","PLUGGING","MODIFIED","OIL_KID","OIL_DOR_ID","GAS_KID","GAS_DOR_ID","KCC_DOCKET","STATUS","STATUS2","COMMENTS","permit_as_date","spud_as_date","completion_as_date","plugging_as_date","modified_as_date"
"407824",1043235973,"",NA,"RIDDELL W","6","UNKNOWN",38.3695413,-97.7679863,"Center of section",19,"S",4,"W",28,"    ",NA,NA,"","SECURITY UNDERGROUND STORAGE","unavailable",NA,"",646,"",NA,NA,NA,"","","","","13-JAN-2012",NA,NA,NA,NA,"","OTHER(GAS-STG)","","INFO PER RECORDS AT THE KS GEOLOGICAL SOCIETY IN WICHITA. (RLH 12-21-2010)  Salt cavern gas storage well, under authority KDHE, no API. This record was originally in Sec 18.(DRL 1-6-2012)",NA,NA,NA,NA,2012-01-13
"407825",1043236002,"",NA,"RIDDELL W","7","UNKNOWN",38.3695413,-97.7679863,"Center of section",19,"S",4,"W",28,"    ",NA,NA,"","SECURITY UNDERGROUND STORAGE","unavailable",NA,"",609,"",NA,NA,NA,"","","","","13-JAN-2012",NA,NA,NA,NA,"","OTHER(GAS-STG)","","INFORMATION PER RECORDS AT THE KANSAS GEOLOGICAL SOCIETY IN WICHITA. (RLH 12-21-2010)  Salt cavern gas storage well, under authority KDHE, no API. This record was originally in Sec 18.(DRL 1-6-2012)",NA,NA,NA,NA,2012-01-13
"407829",1043236093,"",NA,"RIDDELL W","16","UNKNOWN",38.3695413,-97.7679863,"Center of section",19,"S",4,"W",28,"    ",NA,NA,"","SECURITY UNDERGROUND STORAGE","unavailable",NA,"",615,"",NA,NA,NA,"","","22-APR-1962","","10-JAN-2012",NA,NA,NA,NA,"","OTHER(GAS-STG)","","INFORMATION PER RECORDS AT THE KANSAS GEOLOGICAL SOCIETY IN WICHITA. (RLH 12-21-2010)  Salt cavern gas storage well, under authority KDHE, no API (DRL 1-6-2012)",NA,NA,1962-04-22,NA,2012-01-10
"407830",1043236094,"",NA,"RIDDELL W","18","UNKNOWN",38.3695413,-97.7679863,"Center of section",19,"S",4,"W",28,"    ",NA,NA,"","SECURITY UNDERGROUND STORAGE","unavailable",NA,"",615,"",NA,NA,NA,"","","28-APR-1962","","10-JAN-2012",NA,NA,NA,NA,"","OTHER(GAS-STG)","","INFORMATION PER RECORDS AT THE KANSAS GEOLOGICAL SOCIETY IN WICHITA. (RLH 12-21-2010)  Salt cavern gas storage well, under authority KDHE, no API (DRL 1-6-2012)",NA,NA,1962-04-28,NA,2012-01-10
"407831",1043236096,"",NA,"RIDDELL W","10","UNKNOWN",38.3695413,-97.7679863,"Center of section",19,"S",4,"W",28,"    ",NA,NA,"","SECURITY UNDERGROUND STORAGE","unavailable",NA,"",618,"",NA,NA,NA,"","","22-MAY-1961","","10-JAN-2012",NA,NA,NA,NA,"","OTHER(GAS-STG)","","INFORMATION PER RECORDS AT THE KANSAS GEOLOGICAL SOCIETY IN WICHITA. (RLH 12-21-2010)    Salt cavern gas storage well, under authority KDHE, no API (DRL 1-6-2012)",NA,NA,1961-05-22,NA,2012-01-10
"407832",1043236098,"",NA,"RIDDELL W","11","UNKNOWN",38.3695413,-97.7679863,"Center of section",19,"S",4,"W",28,"    ",NA,NA,"","SECURITY UNDERGROUND STORAGE","unavailable",NA,"",612,"",NA,NA,NA,"","","20-APR-1962","","10-JAN-2012",NA,NA,NA,NA,"","OTHER(GAS-STG)","","INFORMATION PER RECORDS AT THE KANSAS GEOLOGICAL SOCIETY IN WICHITA. (RLH 12-21-2010)    Salt cavern gas storage well, under authority KDHE, no API (DRL 1-6-2012)",NA,NA,1962-04-20,NA,2012-01-10
"407833",1043236105,"",NA,"RIDDELL W","15","UNKNOWN",38.3695413,-97.7679863,"Center of section",19,"S",4,"W",28,"    ",NA,NA,"","SECURITY UNDERGROUND STORAGE","unavailable",NA,"",615,"",NA,NA,NA,"","","24-APR-1962","","10-JAN-2012",NA,NA,NA,NA,"","OTHER(GAS-STG)","","INFORMATION PER RECORDS AT THE KANSAS GEOLOGICAL SOCIETY IN WICHITA. (RLH 12-21-2010)  Salt cavern gas storage well, under authority KDHE, no API (DRL 1-6-2012)",NA,NA,1962-04-24,NA,2012-01-10
"407834",1043236106,"",NA,"LPG RIDDELL","1","UNKNOWN",38.3695413,-97.7679863,"Center of section",19,"S",4,"W",28,"    ",NA,NA,"","WISEMAN DRILLING","unavailable",NA,"",650,"",NA,NA,NA,"","","10-APR-1956","","10-JAN-2012",NA,NA,NA,NA,"","OTHER(GAS-STG)","","INFORMATION PER RECORDS AT THE KANSAS GEOLOGICAL SOCIETY IN WICHITA. (RLH 12-21-2010)   Salt cavern gas storage well, under authority KDHE, no API (DRL 1-6-2012)",NA,NA,1956-04-10,NA,2012-01-10
"407835",1043236107,"",NA,"RIDDELL W","14","UNKNOWN",38.3695413,-97.7679863,"Center of section",19,"S",4,"W",28,"    ",NA,NA,"","SECURITY UNDERGROUND STORAGE","unavailable",NA,"",615,"",NA,NA,NA,"","","20-APR-1962","","10-JAN-2012",NA,NA,NA,NA,"","OTHER(GAS-STG)","","INFORMATION PER RECORDS AT THE KANSAS GEOLOGICAL SOCIETY IN WICHITA. (RLH 12-21-2010)  Salt cavern gas storage well, under authority KDHE, no API (DRL 1-6-2012)",NA,NA,1962-04-20,NA,2012-01-10
"407836",1043236108,"",NA,"LPG RIDDELL","2","UNKNOWN",38.3695413,-97.7679863,"Center of section",19,"S",4,"W",28,"    ",NA,NA,"","WISEMAN DRILLING","unavailable",NA,"",645,"",NA,NA,NA,"","","27-APR-1956","","10-JAN-2012",NA,NA,NA,NA,"","OTHER(GAS-STG)","","INFORMATION PER RECORDS AT THE KANSAS GEOLOGICAL SOCIETY IN WICHITA. (RLH 12-21-2010)    Salt cavern gas storage well, under authority KDHE, no API (DRL 1-6-2012)",NA,NA,1956-04-27,NA,2012-01-10
"407837",1043236110,"",NA,"RIDDELL W","5","UNKNOWN",38.3695413,-97.7679863,"Center of section",19,"S",4,"W",28,"    ",NA,NA,"","SECURITY UNDERGROUND STORAGE","unavailable",NA,"",609,"",NA,NA,NA,"","","02-JUL-1958","","10-JAN-2012",NA,NA,NA,NA,"","OTHER(GAS-STG)","","INFORMATION PER RECORDS AT THE KANSAS GEOLOGICAL SOCIETY IN WICHITA. (RLH 12-21-2010)  Salt cavern gas storage well, under authority KDHE, no API (DRL 1-6-2012)",NA,NA,1958-07-02,NA,2012-01-10
"407838",1043236111,"",NA,"RIDDELL W","17","UNKNOWN",38.3695413,-97.7679863,"Center of section",19,"S",4,"W",28,"    ",NA,NA,"","SECURITY UNDERGROUND STORAGE","unavailable",NA,"",615,"",NA,NA,NA,"","","26-APR-1962","","10-JAN-2012",NA,NA,NA,NA,"","OTHER(GAS-STG)","","INFORMATION PER RECORDS AT THE KANSAS GEOLOGICAL SOCIETY IN WICHITA. (RLH 12-21-2010)  Salt cavern gas storage well, under authority KDHE, no API (DRL 1-6-2012)",NA,NA,1962-04-26,NA,2012-01-10
"407841",1043236143,"",NA,"LPG STORAGE","33","UNKNOWN",38.369503,-97.7863503,"Center of section",19,"S",4,"W",29,"    ",NA,NA,"","NCRA","unavailable",NA,"",638,"",NA,NA,NA,"","","08-APR-1963","","10-JAN-2012",NA,NA,NA,NA,"","OTHER(GAS-STG)","","INFORMATION PER RECORDS AT THE KANSAS GEOLOGICAL SOCIETY IN WICHITA. (RLH 12-21-2010)  Salt cavern gas storage well, under authority KDHE, no API (DRL 1-10-2012)",NA,NA,1963-04-08,NA,2012-01-10
"407842",1043236144,"",NA,"LPG STORAGE","36","UNKNOWN",38.3757306,-97.7857796,"Calc. from footages",19,"S",4,"W",29," SW NW NW NE",4880,-2479,"SE","NCRA","unavailable",NA,"",640,"",NA,NA,NA,"","","15-APR-1963","","10-JAN-2012",NA,NA,NA,NA,"","OTHER(GAS-STG)","","INFORMATION PER RECORDS AT THE KANSAS GEOLOGICAL SOCIETY IN WICHITA. (RLH 12-21-2010)  Salt cavern gas storage well, under authority KDHE, no API (DRL 1-10-2012)",NA,NA,1963-04-15,NA,2012-01-10
"407843",1043236147,"",NA,"LPG","52","UNKNOWN",38.369503,-97.7863503,"Center of section",19,"S",4,"W",29,"    ",NA,NA,"","NCRA","unavailable",NA,"",605,"",NA,NA,NA,"","","06-JAN-1969","","10-JAN-2012",NA,NA,NA,NA,"","OTHER(GAS-STG)","","INFORMATION PER RECORDS AT THE KANSAS GEOLOGICAL SOCIETY IN WICHITA. (RLH 12-27-2010)  Salt cavern gas storage well, under authority KDHE, no API (DRL 1-10-2012)   Gamma Ray Density Log well named 'X9' (DRL 8-24-11)",NA,NA,1969-01-06,NA,2012-01-10
"407844",1043236148,"",NA,"LPG STORAGE","57","UNKNOWN",38.369503,-97.7863503,"Center of section",19,"S",4,"W",29,"    ",NA,NA,"","NCRA","unavailable",NA,"",640,"",NA,NA,NA,"","","12-MAY-1970","","10-JAN-2012",NA,NA,NA,NA,"","OTHER(GAS-STG)","","INFORMATION PER RECORDS AT THE KANSAS GEOLOGICAL SOCIETY IN WICHITA. (RLH 12-21-2010)  Salt cavern gas storage well, under authority KDHE, no API (DRL 1-10-2012)",NA,NA,1970-05-12,NA,2012-01-10
"407845",1043236150,"",NA,"LPG STORAGE","64","UNKNOWN",38.369503,-97.7863503,"Center of section",19,"S",4,"W",29,"    ",NA,NA,"","NCRA","unavailable",NA,"",640,"",NA,NA,NA,"","","22-AUG-1972","","10-JAN-2012",NA,NA,NA,NA,"","OTHER(GAS-STG)","","INFORMATION PER RECORDS AT THE KANSAS GEOLOGICAL SOCIETY IN WICHITA. (RLH 12-21-2010)  Salt cavern gas storage well, under authority KDHE, no API (DRL 1-10-2012)",NA,NA,1972-08-22,NA,2012-01-10
"407846",1043236152,"",NA,"LPG FEE","40","UNKNOWN",38.369503,-97.7863503,"Center of section",19,"S",4,"W",29,"    ",NA,NA,"","NCRA","unavailable",NA,"",644,"",NA,NA,NA,"","","09-APR-1967","","10-JAN-2012",NA,NA,NA,NA,"","OTHER(GAS-STG)","","INFORMATION PER RECORDS AT THE KANSAS GEOLOGICAL SOCIETY IN WICHITA. (RLH 12-21-2010)  Salt cavern gas storage well, under authority KDHE, no API (DRL 1-10-2012)",NA,NA,1967-04-09,NA,2012-01-10
"407847",1043236156,"",NA,"LPG STORAGE","75","UNKNOWN",38.369503,-97.7863503,"Center of section",19,"S",4,"W",29,"    ",NA,NA,"","NCRA","unavailable",NA,"",500,"",NA,NA,NA,"","","18-SEP-1974","","10-JAN-2012",NA,NA,NA,NA,"","OTHER(GAS-STG)","","INFORMATION PER RECORDS AT THE KANSAS GEOLOGICAL SOCIETY IN WICHITA. (RLH 12-21-2010)  Salt cavern gas storage well, under authority KDHE, no API (DRL 1-6-2012)",NA,NA,1974-09-18,NA,2012-01-10
"407884",1043236357,"",NA,"LPG FEE","39","UNKNOWN",38.369503,-97.7863503,"Center of section",19,"S",4,"W",29,"    ",NA,NA,"","NCRA","unavailable",1541," TOPO",649,"",NA,NA,NA,"","","13-APR-1967","","24-FEB-2015",NA,NA,NA,NA,"","OTHER(GAS-STG)","","Salt cavern gas storage well, under authority KDHE, no API (DRL 1-10-2012)",NA,NA,1967-04-13,NA,2015-02-24
"407885",1043236358,"",NA,"LPG FEE","45","UNKNOWN",38.369503,-97.7863503,"Center of section",19,"S",4,"W",29,"    ",NA,NA,"","NCRA","unavailable",NA,"",644,"",NA,NA,NA,"","","04-OCT-1967","","10-JAN-2012",NA,NA,NA,NA,"","OTHER(GAS-STG)","","INFORMATION PER RECORDS AT THE KANSAS GEOLOGICAL SOCIETY IN WICHITA. (RLH 12-27-2010)  Salt cavern gas storage well, under authority KDHE, no API (DRL 1-10-2012)",NA,NA,1967-10-04,NA,2012-01-10
"407886",1043236359,"",NA,"LPG STORAGE","63","UNKNOWN",38.369503,-97.7863503,"Center of section",19,"S",4,"W",29,"    ",NA,NA,"","NCRA","unavailable",NA,"",640,"",NA,NA,NA,"","","24-AUG-1972","","10-JAN-2012",NA,NA,NA,NA,"","OTHER(GAS-STG)","","INFORMATION PER RECORDS AT THE KANSAS GEOLOGICAL SOCIETY IN WICHITA. (RLH 12-22-2010)  Salt cavern gas storage well, under authority KDHE, no API (DRL 1-10-2012)",NA,NA,1972-08-24,NA,2012-01-10
"407887",1043236360,"",NA,"LPG FEE","46","UNKNOWN",38.369503,-97.7863503,"Center of section",19,"S",4,"W",29,"    ",NA,NA,"SW","NCRA","unavailable",NA,"",642,"",NA,NA,NA,"","","30-SEP-1967","","10-JAN-2012",NA,NA,NA,NA,"","OTHER(GAS-STG)","","INFORMATION PER RECORDS AT THE KANSAS GEOLOGICAL SOCIETY IN WICHITA. (RLH 12-22-2010)  Salt cavern gas storage well, under authority KDHE, no API (DRL 1-10-2012)",NA,NA,1967-09-30,NA,2012-01-10
"407889",1043236362,"",NA,"LPG FEE","4","UNKNOWN",38.3690572,-97.7788723,"Calc. from quarter calls",19,"S",4,"W",29," NW NE NE SE",NA,NA,"","NCRA","unavailable",1520," TOPO",630,"",NA,NA,NA,"","","15-JUN-1955","","24-FEB-2015",NA,NA,NA,NA,"","OTHER(GAS-STG)","","Salt cavern gas storage well, under authority KDHE, no API (DRL 1-10-2012)    Gamma Ray Density Log mislabeled as section 28 (DRL 8-24-11)",NA,NA,1955-06-15,NA,2015-02-24
"407893",1043236366,"",NA,"LPG","26","UNKNOWN",38.369503,-97.7863503,"Center of section",19,"S",4,"W",29,"    ",NA,NA,"","NCRA","unavailable",NA,"",625,"",NA,NA,NA,"","","06-AUG-1957","","10-JAN-2012",NA,NA,NA,NA,"","OTHER(GAS-STG)","","INFORMATION PER RECORDS AT THE KANSAS GEOLOGICAL SOCIETY IN WICHITA. (RLH 12-22-2010)  Salt cavern gas storage well, under authority KDHE, no API (DRL 1-10-2012)",NA,NA,1957-08-06,NA,2012-01-10
"407894",1043236367,"",NA,"LPG STORAGE","35","UNKNOWN",38.3764577,-97.7849059,"Calc. from footages",19,"S",4,"W",29," NE NW NW NE",5145,-2229,"SE","NCRA","unavailable",NA,"",633,"",NA,NA,NA,"","","15-APR-1963","","10-JAN-2012",NA,NA,NA,NA,"","OTHER(GAS-STG)","","INFORMATION PER RECORDS AT THE KANSAS GEOLOGICAL SOCIETY IN WICHITA. (RLH 12-22-2010)  Salt cavern gas storage well, under authority KDHE, no API (DRL 1-10-2012)",NA,NA,1963-04-15,NA,2012-01-10
"407895",1043236368,"",NA,"LPG STORAGE","37","UNKNOWN",38.3764585,-97.7858826,"Calc. from footages",19,"S",4,"W",29," NW NW NW NE",5145,-2509,"SE","NCRA","unavailable",NA,"",634,"",NA,NA,NA,"","","15-APR-1963","","10-JAN-2012",NA,NA,NA,NA,"","OTHER(GAS-STG)","","INFORMATION PER RECORDS AT THE KANSAS GEOLOGICAL SOCIETY IN WICHITA. (RLH 12-22-2010)  Salt cavern gas storage well, under authority KDHE, no API (DRL 1-10-2012)",NA,NA,1963-04-15,NA,2012-01-10
"407896",1043236369,"",NA,"LPG STORAGE","56","UNKNOWN",38.369503,-97.7863503,"Center of section",19,"S",4,"W",29,"    ",NA,NA,"","NCRA","unavailable",NA,"",630,"",NA,NA,NA,"","","16-MAY-1970","","10-JAN-2012",NA,NA,NA,NA,"","OTHER(GAS-STG)","","INFORMATION PER RECORDS AT THE KANSAS GEOLOGICAL SOCIETY IN WICHITA. (RLH 12-22-2010)  Salt cavern gas storage well, under authority KDHE, no API (DRL 1-10-2012)",NA,NA,1970-05-16,NA,2012-01-10
"407897",1043236370,"",NA,"LPG STORAGE","60","UNKNOWN",38.369503,-97.7863503,"Center of section",19,"S",4,"W",29,"    ",NA,NA,"","NCRA","unavailable",1528," GL",640,"",NA,NA,NA,"","","27-AUG-1972","","10-JAN-2012",NA,NA,NA,NA,"","OTHER(GAS-STG)","","INFORMATION PER RECORDS AT THE KANSAS GEOLOGICAL SOCIETY IN WICHITA. (RLH 12-22-2010)  Salt cavern gas storage well, under authority KDHE, no API (DRL 1-10-2012)",NA,NA,1972-08-27,NA,2012-01-10
"407898",1043236371,"",NA,"LPG STORAGE","77","UNKNOWN",38.369503,-97.7863503,"Center of section",19,"S",4,"W",29,"    ",NA,NA,"","NCRA","unavailable",NA,"",510,"",NA,NA,NA,"","","29-SEP-1974","","10-JAN-2012",NA,NA,NA,NA,"","OTHER(GAS-STG)","","INFORMATION PER RECORDS AT THE KANSAS GEOLOGICAL SOCIETY IN WICHITA. (RLH 12-22-2010)  Salt cavern gas storage well, under authority KDHE, no API (DRL 1-10-2012)",NA,NA,1974-09-29,NA,2012-01-10
"407899",1043236372,"",NA,"LPG STORAGE","82","UNKNOWN",38.369503,-97.7863503,"Center of section",19,"S",4,"W",29,"    ",NA,NA,"","NCRA","unavailable",NA,"",515,"",NA,NA,NA,"","","08-DEC-1979","","10-JAN-2012",NA,NA,NA,NA,"","OTHER(GAS-STG)","","INFORMATION PER RECORDS AT THE KANSAS GEOLOGICAL SOCIETY IN WICHITA. (RLH 12-22-2010)  Salt cavern gas storage well, under authority KDHE, no API (DRL 1-10-2012)",NA,NA,1979-12-08,NA,2012-01-10
"407900",1043236373,"",NA,"LPG FEE","47","UNKNOWN",38.369503,-97.7863503,"Center of section",19,"S",4,"W",29,"    ",NA,NA,"","NCRA","unavailable",NA,"",639,"",NA,NA,NA,"","","26-SEP-1967","","10-JAN-2012",NA,NA,NA,NA,"","OTHER(GAS-STG)","","INFORMATION PER RECORDS AT THE KANSAS GEOLOGICAL SOCIETY IN WICHITA. (RLH 12-27-2010)  Salt cavern gas storage well, under authority KDHE, no API (DRL 1-10-2012)",NA,NA,1967-09-26,NA,2012-01-10
"407902",1043236410,"",NA,"LPG","25","UNKNOWN",38.369503,-97.7863503,"Center of section",19,"S",4,"W",29,"    ",NA,NA,"","NCRA","unavailable",NA,"",630,"",NA,NA,NA,"","","19-SEP-1960","","10-JAN-2012",NA,NA,NA,NA,"","OTHER(GAS-STG)","","INFORMATION PER RECORDS AT THE KANSAS GEOLOGICAL SOCIETY IN WICHITA. (RLH 12-22-2010)  Salt cavern gas storage well, under authority KDHE, no API (DRL 1-10-2012)",NA,NA,1960-09-19,NA,2012-01-10
"407903",1043236871,"",NA,"LPG STORAGE","58","UNKNOWN",38.369503,-97.7863503,"Center of section",19,"S",4,"W",29,"    ",NA,NA,"","NCRA","unavailable",NA,"",640,"",NA,NA,NA,"","","08-MAY-1970","","10-JAN-2012",NA,NA,NA,NA,"","OTHER(GAS-STG)","","INFORMATION PER RECORDS AT THE KANSAS GEOLOGICAL SOCIETY IN WICHITA. (RLH 12-27-2010)  Salt cavern gas storage well, under authority KDHE, no API (DRL 1-10-2012)",NA,NA,1970-05-08,NA,2012-01-10
"407904",1043236873,"",NA,"LPG STORAGE","59","UNKNOWN",38.369503,-97.7863503,"Center of section",19,"S",4,"W",29,"    ",NA,NA,"","NCRA","unavailable",NA,"",640,"",NA,NA,NA,"","","04-MAY-1970","","10-JAN-2012",NA,NA,NA,NA,"","OTHER(GAS-STG)","","INFORMATION PER RECORDS AT THE KANSAS GEOLOGICAL SOCIETY IN WICHITA. (RLH 12-27-2010)  Salt cavern gas storage well, under authority KDHE, no API (DRL 1-10-2012)",NA,NA,1970-05-04,NA,2012-01-10
"407905",1043236875,"",NA,"LPG STORAGE","60","UNKNOWN",38.369503,-97.7863503,"Center of section",19,"S",4,"W",29,"    ",NA,NA,"","NCRA","unavailable",NA,"",640,"",NA,NA,NA,"","","27-AUG-1972","","10-JAN-2012",NA,NA,NA,NA,"","OTHER(GAS-STG)","","INFORMATION PER RECORDS AT THE KANSAS GEOLOGICAL SOCIETY IN WICHITA. (RLH 12-27-2010)  Salt cavern gas storage well, under authority KDHE, no API (DRL 1-10-2012)",NA,NA,1972-08-27,NA,2012-01-10
"407906",1043236878,"",NA,"LPG","53","UNKNOWN",38.369503,-97.7863503,"Center of section",19,"S",4,"W",29,"    ",NA,NA,"","NCRA","unavailable",NA,"",605,"",NA,NA,NA,"","","06-JAN-1969","","10-JAN-2012",NA,NA,NA,NA,"","OTHER(GAS-STG)","","INFORMATION PER RECORDS AT THE KANSAS GEOLOGICAL SOCIETY IN WICHITA. (RLH 12-27-2010)  Salt cavern gas storage well, under authority KDHE, no API (DRL 1-10-2012)",NA,NA,1969-01-06,NA,2012-01-10
"407907",1043236879,"",NA,"LPG STORAGE","61","UNKNOWN",38.369503,-97.7863503,"Center of section",19,"S",4,"W",29,"    ",NA,NA,"","NCRA","unavailable",NA,"",640,"",NA,NA,NA,"","","26-AUG-1972","","10-JAN-2012",NA,NA,NA,NA,"","OTHER(GAS-STG)","","INFORMATION PER RECORDS AT THE KANSAS GEOLOGICAL SOCIETY IN WICHITA. (RLH 12-27-2010)  Salt cavern gas storage well, under authority KDHE, no API (DRL 1-10-2012)",NA,NA,1972-08-26,NA,2012-01-10
"407908",1043236880,"",NA,"LPG STORAGE","81","UNKNOWN",38.369503,-97.7863503,"Center of section",19,"S",4,"W",29,"    ",NA,NA,"","NCRA","unavailable",NA,"",650,"",NA,NA,NA,"","","12-DEC-1979","","10-JAN-2012",NA,NA,NA,NA,"","OTHER(GAS-STG)","","INFORMATION PER RECORDS AT THE KANSAS GEOLOGICAL SOCIETY IN WICHITA. (RLH 12-27-2010)  Salt cavern gas storage well, under authority KDHE, no API (DRL 1-10-2012)",NA,NA,1979-12-12,NA,2012-01-10
"407909",1043236881,"",NA,"LPG STORAGE","55","UNKNOWN",38.369503,-97.7863503,"Center of section",19,"S",4,"W",29,"    ",NA,NA,"","NCRA","unavailable",NA,"",630,"",NA,NA,NA,"","","25-MAY-1970","","10-JAN-2012",NA,NA,NA,NA,"","OTHER(GAS-STG)","","INFORMATION PER RECORDS AT THE KANSAS GEOLOGICAL SOCIETY IN WICHITA. (RLH 12-27-2010)  Salt cavern gas storage well, under authority KDHE, no API (DRL 1-10-2012)",NA,NA,1970-05-25,NA,2012-01-10
"407910",1043236882,"",NA,"LPG STORAGE","65","UNKNOWN",38.369503,-97.7863503,"Center of section",19,"S",4,"W",29,"    ",NA,NA,"","NCRA","unavailable",1521," GL",640,"",NA,NA,NA,"","","11-MAY-1973","","10-JAN-2012",NA,NA,NA,NA,"","OTHER(GAS-STG)","","INFORMATION PER RECORDS AT THE KANSAS GEOLOGICAL SOCIETY IN WICHITA. (RLH 12-27-2010)  Salt cavern gas storage well, under authority KDHE, no API (DRL 1-10-2012)",NA,NA,1973-05-11,NA,2012-01-10
"407911",1043236986,"",NA,"LPG STORAGE","70","UNKNOWN",38.369503,-97.7863503,"Center of section",19,"S",4,"W",29,"    ",NA,NA,"","NCRA","unavailable",1532," GL",640,"",NA,NA,NA,"","","16-MAY-1973","","10-JAN-2012",NA,NA,NA,NA,"","OTHER(GAS-STG)","","INFORMATION PER RECORDS AT THE KANSAS GEOLOGICAL SOCIETY IN WICHITA. (RLH 12-27-2010)  Salt cavern gas storage well, under authority KDHE, no API (DRL 1-10-2012)",NA,NA,1973-05-16,NA,2012-01-10
"407912",1043236995,"",NA,"LPG STORAGE","72","UNKNOWN",38.369503,-97.7863503,"Center of section",19,"S",4,"W",29,"    ",NA,NA,"","NCRA","unavailable",NA,"",510,"",NA,NA,NA,"","","05-SEP-1974","","10-JAN-2012",NA,NA,NA,NA,"","OTHER(GAS-STG)","","INFORMATION PER RECORDS AT THE KANSAS GEOLOGICAL SOCIETY IN WICHITA. (RLH 12-27-2010)  Salt cavern gas storage well, under authority KDHE, no API (DRL 1-6-2012)",NA,NA,1974-09-05,NA,2012-01-10
"407913",1043236996,"",NA,"LPG FEE","38","UNKNOWN",38.369503,-97.7863503,"Center of section",19,"S",4,"W",29,"    ",NA,NA,"","NCRA","unavailable",1541," TOPO",649,"",NA,NA,NA,"","","16-APR-1967","","24-FEB-2015",NA,NA,NA,NA,"","OTHER(GAS-STG)","","Salt cavern gas storage well, under authority KDHE, no API (DRL 1-10-2012)",NA,NA,1967-04-16,NA,2015-02-24
"407914",1043236997,"",NA,"LPG FEE","41","UNKNOWN",38.369503,-97.7863503,"Center of section",19,"S",4,"W",29,"    ",NA,NA,"","NCRA","unavailable",NA,"",639,"",NA,NA,NA,"","","03-APR-1967","","10-JAN-2012",NA,NA,NA,NA,"","OTHER(GAS-STG)","","INFORMATION PER RECORDS AT THE KANSAS GEOLOGICAL SOCIETY IN WICHITA. (RLH 12-27-2010)  Salt cavern gas storage well, under authority KDHE, no API (DRL 1-10-2012)",NA,NA,1967-04-03,NA,2012-01-10
"407915",1043236998,"",NA,"LPG FEE","43","UNKNOWN",38.369503,-97.7863503,"Center of section",19,"S",4,"W",29,"    ",NA,NA,"","NCRA","unavailable",NA,"",644,"",NA,NA,NA,"","","12-OCT-1967","","10-JAN-2012",NA,NA,NA,NA,"","OTHER(GAS-STG)","","INFORMATION PER RECORDS AT THE KANSAS GEOLOGICAL SOCIETY IN WICHITA. (RLH 12-27-2010)  Salt cavern gas storage well, under authority KDHE, no API (DRL 1-10-2012)",NA,NA,1967-10-12,NA,2012-01-10
"407916",1043236999,"",NA,"FEE","7","UNKNOWN",38.369503,-97.7863503,"Center of section",19,"S",4,"W",29,"    ",NA,NA,"","SECURITY UNDERGROUND STORAGE","unavailable",NA,"",610,"",NA,NA,NA,"","","07-DEC-1956","","10-JAN-2012",NA,NA,NA,NA,"","OTHER(GAS-STG)","","INFORMATION PER RECORDS AT THE KANSAS GEOLOGICAL SOCIETY IN WICHITA. (RLH 12-27-2010)  Salt cavern gas storage well, under authority KDHE, no API (DRL 1-10-2012)",NA,NA,1956-12-07,NA,2012-01-10
"407918",1043237001,"",NA,"LPG","49","UNKNOWN",38.369503,-97.7863503,"Center of section",19,"S",4,"W",29,"    ",NA,NA,"","NCRA","unavailable",NA,"",470,"",NA,NA,NA,"","","19-NOV-1968","","10-JAN-2012",NA,NA,NA,NA,"","OTHER(GAS-STG)","","INFORMATION PER RECORDS AT KANSAS GEOLOGICAL SOCIETY IN WICHITA. (RLH 12-27-2010)    Gamma Ray Density Log well labeled as 'X 10' (DRL 8-24-11)    Salt cavern gas storage well, under authority KDHE, no API (DRL 1-6-2012)",NA,NA,1968-11-19,NA,2012-01-10
"407919",1043237002,"",NA,"LPG","54","UNKNOWN",38.369503,-97.7863503,"Center of section",19,"S",4,"W",29,"    ",NA,NA,"","NCRA","unavailable",NA,"",595,"",NA,NA,NA,"","","06-JAN-1969","","10-JAN-2012",NA,NA,NA,NA,"","OTHER(GAS-STG)","","INFORMATION PER RECORDS AT THE KANSAS GEOLOGICAL SOCIETY IN WICHITA. (RLH 12-27-2010)  Salt cavern gas storage well, under authority KDHE, no API (DRL 1-10-2012)",NA,NA,1969-01-06,NA,2012-01-10
